FORM_ID,FORM_NAME
251CMNLL,CHIMNEYHILL LOWER
251CMNLU,CHIMNEYHILL UPPER
251CMYHH,CHIMNEYHILL HUNTON
251CRBDB,CLINTON/SD/ / RAVENCLIFF / BIG LIME / DEVONIAN / BEREA
251EDGD,EDGEWOOD /LM/ DOLO/
251GLCC,GLAUCONITIC
251HGCH,HARAGAN / CHIMNEYHILL
251KNKK,KANKAKEE /SD/ DOLO/
251MSLM,MOSALEM
251PKCO,PINK CRINOIDAL
251WNST,WINSTON
252CLNN,CLINTON /SH/
252FLLM,FUSSELMAN LM
252FSLM,FUSSELMAN
252GOWR,GOWER
252HNRS,HENRYHOUSE
252HPKN,HOPKINTON
252LFRT,LAFFERTY
252NGRN,NIAGARAN
252OSGD,OSGOOD /SH/
252SCLR,ST CLAIR /LM/
253CYGN,CAYUGAN
253MSRM,MISSOURI MOUNTAIN
259BLCK,BLAYLOCK
259SLRN,SILURIAN
269ABLHN,ATOKA BASAL / HUNTON
269ATHN,ATOKA / HUNTON
269BLKKH,BARTLESVILLE / KINDERHOOK / HUNTON
269CKHN,CHEROKEE / HUNTON
269CRCVH,CHESTER / COTTAGE GROVE / HUNTON
269CRMGH,CHESTER / MANNING / HUNTON
269CVHN,COTTAGE GROVE / HUNTON
269GNHNM,GIBSON / HUNTON / MISSISSIPPIAN
269HCMC,HUNTON / CHESTER / MUSSELLEM/OKLA/ CHEROKEE
269HCMMR,HUNTON / CHESTER / MANNING / MISSISSIPPIAN / RED FORK
269HCMO,HUNTON / CHESTER / MISSISSIPPIAN / OSWEGO
269HCMOS,HUNTON / CHESTER / MISSISSIPPIAN / OSWEGO / SKINNER / VERDIG
269HCMP,HUNTON / CHESTER / MISSISSIPPIAN / PRUE
269HCUCO,HUNTON/MISSISSIPPIAN/CHESTER UPPER/CHEROKEE/OSWEGO
269HFHDA,HUNTON / FAYETTEVILLE / HALE LOWER / DUNN A
269HLHNP,HALE / HUNTON / PENTERS
269HLHUH,HALE LOWER / HALE UPPER / HUNTON
269HMCCB,HUNTON / MERAMEC / CHESTER LIME / CHEROKEE / BIG LIME
269HMCCO,HUNTON / MISSISSIPPIAN LIME / CHESTER / CHEROKEE / OSWEGO
269HMCIB,HUNTON / MISSISSIPPIAN / MANNING / CHESTER / INOLA / BIG LM
269HMCIO,HUNTON / MISSISSIPPIAN LM / CHESTER UNCONF / INOLA / OSWEGO
269HMCIR,HUNTON / MISSISSIPPIAN / CHESTER UPPER / INOLA / RED FORK
269HMCL,HUNTON / MISSISSIPPIAN / CROMWELL
269HMCMR,HUNTON / MISSISSIPPIAN SOLID / CHESTER / MANNING / RED FORK
269HMCUC,HUNTON / MISSISSIPPIAN / CHESTER UNCONFORMITY / CHEROKEE SD
269HMHO,HUNTON / MISSISSPPIAN LIME / HART / OSBORN
269HMLMC,HUNTON/MISSISSIPPIAN LIME/MISSISSIPPIAN/CHESTER
269HMLOT,HUNTON / MISSISSIPPIAN LIME / OSBORN / TONKAWA
269HMLUC,HUNTON / MISSISSIPPIAN LOWER / MISSISSIPPIAN UPPER / CHESTER
269HMMCA,HUNTON / MERAMEC / MANNING / CHESTER / ATOKA / RED FORK
269HMMCI,HUNTON / MISSISSIPPIAN / MANNING / CHESTER / INOLA
269HMMCM,HUNTON /MISSISSIPPIAN SOLID /MANNING/CHESTER U/ATOKA/MORROW
269HMMCO,HUNTON / MISSISSIPPIAN SOLID / MANNING / CHESTER / OSWEGO
269HMMCP,HUNTON / MISSISSIPPIAN / MANNING / CHESTER UPPER / PRUE/SD/
269HMMCS,HUNTON / MISSISSIPPIAN SOLID / MANNING / CHEROKEE SD
269HMMIO,HUNTON / MISSISSIPPIAN / MANNING / INOLA / OSWEGO
269HMMIR,HUNTON / MANNING / MISSISSIPPIAN / INOLA / RED FORK
269HMMOB,HUNTON / MISSISSIPPIAN SOLID / MANNING / OSWEGO / BIG LIME
269HMMOO,HUNTON / MISSISSIPPIAN / MANNING / OSWEGO
269HMMSO,HUNTON / MISENER / MISSISSIPPIAN / SKINNER / OSWEGO
269HMNIR,HUNTON / MERAMEC / MANNING / INOLA / RED FORK
269HMORF,HUNTON / MISSISSIPPIAN / OSWEGO / RED FORK
269HMPMS,HUNTON / MISSISSIPPIAN / MUSSELLEM
269HMPRS,HUNTON / MISSISSIPPIAN / PRUE / RED FORK / SKINNER
269HMPS,HUNTON / MISSISSIPPIAN / PRUE / SKINNER
269HMPV,HUNTON / MISSISSIPPIAN / PENNSYLVANIAN
269HMRS,HUNTON / MISSISSIPPIAN / RED FORK / SKINNER
269HMSBO,HUNTON / MISSISSIPPIAN SOLID / BIG LIME-OSWEGO
269HMSCT,HUNTON / MISSISSIPPIAN / SKINNER / CLEVELAND / TONKAWA
269HMSO,HUNTON / MISSISSIPPIAN / OSWEGO / SKINNER
269HMSOB,HUNTON / MISSISSIPPIAN / SKINNER / OSWEGO / BIG LIME
269HMSP,PURE / SKINNER / MISSISSIPPIAN / HUNTON
269HNAKS,HUNTON / ATOKA / SKINNER
269HNAL,HUNTON / ATOKA LOWER
269HNCDC,HUNTON / CHECKERBOARD / CLEVELAND
269HNCMI,HUNTON / CHESTER / MISSISSIPPIAN / INOLA
269HNCRI,HUNTON / CHESTER / INOLA
269HNCRR,HUNTON / CHESTER / RED FORK
269HNCUM,HUNTON / CHESTER UNCONFORMITY / MISSISSIPPIAN LIME
269HNDS,HUNTON DENSE
269HNKK,HUNTON / KINDERHOOK
269HNLBE,HUNTON LOWER / BOONE
269HNMCC,HUNTON / MERAMEC / CHESTER
269HNMHG,HUNTON / MISSISSIPPIAN / HART / GIBSON
269HNMMC,HUNTON / MANNING / MISSISSIPPIAN / CHEROKEE
269HNMMI,HUNTON / MISSISSIPPIAN / MANNING / INOLA
269HNMMR,HUNTON / MANNING / MISSISSIPPIAN / RED FORK
269HNMPC,HUNTON / MISSISSIPPIAN / CHEROKEE
269HNMRF,HUNTON / MISENER / RED FORK
269HNMRJ,HUNTON / MISENER / JEFFERSON
269HNMSA,HUNTON / MORRIS / ATOKA
269HNMSH,HUNTON / MISSISSIPPIAN / HART
269HNMSI,HUNTON UPPER / MISSISSIPPIAN / INOLA
269HNMSM,HUNTON / MISSISSIPPIAN SOLID / MANNING
269HNMZO,HUNTON / MANNING ZONE / OSWEGO
269HNOEM,HUNTON / OSAGE / MERAMEC
269HNOGR,HUNTON / OSWEGO / RED FORK
269HNOMI,HUNTON / OSAGE MIDDLE / INOLA
269HNORS,HUNTON / OSBORN / SKINNER
269HNPCL,HUNTON / PENTERS / CARPENTER LOWER
269HNPN,HUNTON / PENTERS
269HNPNB,HUNTON / PENNSYLVANIAN B
269HNPSP,HUNTON PENTERS SPIRO
269HNPTN,HUNTON / PITKIN
269HNRKS,HUNTON / RED FORK / SKINNER
269HNSRD,HUNTON / SYCAMORE / DEES
269HNTMY,HUNTON / MAYES
269HNTN,HUNTON
269HNTNF,HUNTON FRISCO
269HNTNH,HUNTON HARAGAN
269HNTNL,HUNTON LOWER
269HNTNM,HUNTON MIDDLE
269HNTNU,HUNTON UPPER
269HNUTL,HUNTON / UNCONFORMITY LOWER/SD/
269HNWDM,HUNTON / WOODFORD / MISSISSIPPIAN
269HNWDT,HUNTON / WOODFORD / TUSSY
269HNWKA,HUNTON / WAPANUCKA
269HNWML,HUNTON / WOODFORD / MISSISSIPPIAN LM
269HNWMO,HUNTON / WOODFORD / MISSISSIPPIAN / OSBORN
269HNWSS,HUNTON / WOODFORD / SYCAMORE / SPRINGER
269HNWUL,HUNTON / WOODFORD / UNCONFORMITY LOWER/SD/
269HOMC,HUNTON / OSAGE / MERAMEC / CHESTER
269HOMCI,HUNTON / OSAGE MIDDLE / MERAMEC / CHESTER / INOLA
269HRGH,HARAGAN / HENRYHOUSE
269HRMCO,HUNTON / RED FORK / MISS LIME / MANN / CHESTER / OSWEGO
269HSRIM,HUNTON / SKINNER / RED FORK / INOLA / MISSISSIPPIAN
269HSRS,HUNTON / SYCAMORE / RED FORK / SKINNER
269HTMPI,HUNTON / MISSISSIPPIAN / INOLA
269HTNTY,HUNTON / TUSSY
269HTWDS,HUNTON / WOODFORD / SPRINGER
269HUMIR,HUNTON UPPER/MISSISSIPPIAN LIME/MANNING/INOLA/RED FORK
269HWBPD,HUNTON/WOODFORD/BASAL PENNSYLVANIAN/DEESE
269HWDMS,HUNTON / WOODFORD / MAYES
269HWFBP,HUNTON / WOODFORD / BASAL PENNSYLVANIAN
269HWMCA,HUNTON / WOODFORD / MISS SOLID / CHESTER / ATOKA / OSWEGO
269HWMCO,HUNTON / WOODFORD / MISSISSIPPIAN LIME / CHESTER LM / OSWEGO
269HWMCU,HUNTON / WOODFORD / MISSISSIPPIAN / MANNING / CHESTER UPPER
269HWMCW,HUNTON / MISSISSIPPIAN / WOODFORD / CROMWELL / WAPANUCKA
269HWMDH,HUNTON/WOODFORD/MISSISSIPPIAN LIME/ATOKA/DEESE/HOXBAR
269HWMOB,HUNTON / WOODFORD / MISSISSIPPIAN / OSWEGO / BIG LIME
269HWMR,HUNTON / WOODFORD / MUSSELLEM / RED FORK
269HWMRF,HUNTON / WOOFORD / MISSISSIPPIAN / RED FORK
269HWSAS,HUNTON / WOODFORD / SYCAMORE / ATOKA / SKINNER
269ICOMH,INOLA / CHESTER / OSAGE MIDDLE / HUNTON
269INLHN,INOLA / HUNTON
269MLHNO,MISSISSIPPIAN LIME / HUNTON / OSWEGO
269MLKWH,MISSISSIPPIAN LIME / KINDERHOOK / WOODFORD / HUNTON
269MNSVL,MANSVILLE
269MWHN,MORROW / HUNTON
269MWMPH,MORROW / MISSISSIPPIAN / HUNTON
269PNBNH,PENTERS / BOONE / HUNTON
269RCMMH,RED FORK / CHESTER / MANNING / MISS LIME / HUNTON
269RICMH,RED FORK / INOLA / CHESTER / MANNING / MISS / HUNTON
269SGMWH,SPRINGER / MORROW / HUNTON
269SLDV,SILURIAN-DEVONIAN
269SOHN,SPIRO / HUNTON
269SRMWH,SKINNER / MISSISSIPPIAN / WOODFORD / HUNTON
301BDRC,BOIS D ARC
301BHUPS,BOONE / HALE UPPER / PENTERS
301BILY,BAILEY /LM/
301BMRSP,BOIS D ARC / MISSISSIPPIAN LM / RED FORK / SKINNER / PRUE
301BNLPN,BOONE LOWER / PENTERS
301BNPN,BOONE PENTERS
301BYBNP,BYNUM / BOONE / PENTERS
301DLUBL,DEVONIAN LOWER / DEVONIAN UPPER / WEIR/SD/ / BIG LIME
301DNCPN,DUNN C PENTERS
301FRSC,FRISCO
301FRTN,FORTUNE
301HLHNP,HALE / HUNTON / PENTERS
301HLPN,HALE / PENTERS
301HNORP,HUNTON / ORR / PENTERS
301HRGN,HARAGAN
301LLSL,LITTLE SALINE
301PBCSO,PENTERS / BOONE / CECIL / SPIRO / ORR
301PBFHB,PENTERS / BOONE / FAYETTEVILLE / HALE BASAL
301PBHBL,PENTERS / BOONE / HALE BASAL / HALE LOWER
301PBOSC,PENTERS / BOONE / ORR / SPIRO / CECIL / DUNN A
301PKPN,PITKIN / PENTERS
301PNRS,PENTERS
301PNSCL,PENTERS / SPIRO / CARPENTER LOWER
301PNSOR,PENTERS / ORR
301PNSP,PENTERS / SPIRO
301PNTP,PINETOP
301SRBDC,SKINNER / BOIS D ARC
302ALTO,ALTO
302ASLD,ASHLAND
302CDVL,CEDAR VALLEY /LM/
302CLFSL,CLIFTY SYLAMORE
302CLFT,CLIFTY
302CLLY,CALLAWAY
302CLVL,CORALVILLE
302COPR,COOPER /LM/
302DCCK,DUTCH CREEK /SD/
302DVPR,DAVENPORT
302HMLN,HAMILTON
302HMTRY,HAMILTON / RILEY/SD/
302KNWD,KENWOOD
302LNGL,LINGLE /LM/
302MNOL,MINEOLA
302MRDWB,MARCELLUS/SH/ /RHINESTREET/HURON L/DEVONIAN U/WEIR/SD//BIG L
302MRHBB,MARCELLUS/SH//RHINESTREET/HURON L/DEVONIAN U//BEREA/BIG LIME
302MRHBW,MARCELLUS/SH//RHINESTREET/HURON LWR/BEREA/WEIR/SD//BIG LIME
302MRHPW,MARCELLUS/SH/ / PHINESTREET / HURON LWR / POCONO / WEIR/SD/
302MSHHL,MARCELLUS/SH/ / HURON LOWER
302MSMR,MISENHEIMER
302RPID,RAPID
302SLRN,ST LAURENT
302SOLN,SOLON
302SPGV,SPRING GROVE
302WPPC,WAPSIPINICON
303CRGD,CERRO GORDO
303FRLK,FINGER LAKES
303HCKB,HACKBERRY
303JPHL,JUNIPER HILL
303LMCK,LIME CREEK
303OHBBL,OLENTANGY/SH/ / HURON LOWER / BEREA / BIG LIME
303PRTG,PORTAGE
303SDCK,SNYDER CREEK
303SFLD,SHEFFIELD
303SNCN,SENECAN
303SRCK,SHELL ROCK
304APLG,APLINGTON
304CTQN,CHATAUQUAN
304JADSB,JAVA / DEVONIAN/SH/ / BEREA
304JDWBL,JAVA / DEVONIAN/SH/ / WEIR/SD/ / BIG LIME
304RHWBL,RHINESTREET / HURON LOWER / WEIR/SD/ / BIG LIME
305BDFD,BRADFORDIAN
305BFFML,BAYARD / FIFTH SAND / FIFTY FOOT/SD/ / MAXTON LOWER/SD/
305CBWBM,CLEVELAND/SH/ / BEREA / WEIR/SD/ / BIG LIME / MAXTON
305HBBMR,HURON LOWER / BEREA / BIG LIME / MAXTON / RAVENCLIFF
305HDGWB,HURON LOWER / DEVONIAN/SH/ / GORDON/BEREA /WEIR/SD//BIG LIME
305HDWBL,HURON LOWER / DEVONIAN/SH/ / WEIR/SD/ / BIG LIME
305HDWBM,HURON LOWER / DEVONIAN/SH/ / WEIR/SD/ / BRADLEY/SD/ / MAXTON
305HDWBR,HURON LOWER / DEVONIAN UPPER / WEIR/SD/ / BIG LIME / RAVENCL
305HGBWS,HURON LOWER / GORDON / BEREA / WEIR/SD/
305HHHSW,HURON L / HURON M / HURON U/SUNBURY/SH/ /WEIR/SD/ / BIG LIME
305HHWBL,HURON LOWER / HURON UPPER / WEIR/SD/ / BIG LIME
305HLBAB,HURON LOWER / BEREA / BIG LIME
305HLCBR,HURON LOWER / CLEVELAND/SH/ / BEREA / RAVENCLIFF
305HLDWB,HURON LOWER / DEVONIAN UPPER / WEIR/SD/ / BIG LIME
305HLSWB,HURON LOWER / SUNBURY/SH/ / WEIR/SD/ / BIG LIME
305HLUBL,HURON LOWER / HURON UPPER / BIG LIME
305HLUWR,HURON LOWER / HURON UPPER / WEIR/SD/
305HNLCB,HURON LOWER / CLEVELAND/SH/ / BEREA
305HNLRF,HURON LOWER / RAVENCLIFF
305HNPHS,HURON / POCAHONTAS
305HNSPS,HURON/SH/ / POCAHONTAS
305HPWBM,HURON LWR/DEVONIAN/SH//WEIR/SD//POCAHONTAS/BIG LIME/MAXTON U
305HRFL,HORSEFLY LOWER
305HRFU,HORSEFLY UPPER
305LSBST,LEWIS RUN/SD/ / BRADFORD 3/SD/ / TIONA
305WTSN,WATSON
306FRSTS,FIRST SAND
306MPML,MAPLE MILL
306SCND,SECOND SAND
306SLMR,SYLAMORE
306TDSD,THIRD SAND
306YSPG,YELLOW SPRING
309DBLLR,DEVONIAN/SH/ / BEREA / LITTLE LIME / RAVENCLIFF
309DBWBL,DEVONIAN/SH/ / BEREA / WEIR/SD/ / BIG LIME
309DGWBL,DEVONIAN/SH/ / GORDON / WEIR/SD/ / BIG LIME / LITTLE LIME
309DGWMU,DEVONIAN/SH/ / GORDON / WEIR/SD/ / MAXTON UPPER
309DHBAM,DEVONIAN/SH/ / BEREA / MAXTON
309DHBAR,DEVONIAN/SH/ / BEREA / RAVENCLIFF
309DHBBL,DEVONIAN/SH/ / BEREA / BIG LIME
309DPWBS,DEVONIAN/SH/ / POCAHONTAS / WEIR/SD/ / BRADLEY/SD/
309DSBAR,DEVONIAN/SD/ / BEREA / RAVENCLIFF
309DSWBS,DEVONIAN/SH/ / WEIR/SD/ / BRADLEY/SD/
309DVNN,DEVONIAN
309DWBML,DEVONIAN/SH/ / WEIR/SD/ / BIG LIME / MAXTON LOWER
319AKSBH,ARKANSAS SANDBOOCH
319AKSS,ARKANSAS /NOVACULITE/
319AKSSL,ARKANSAS LOWER
319AKSSM,ARKANSAS MIDDLE
319CMWKW,CROMWELL / WAPANUCKA / WOODFORD
319CRPR,CARPER
319CTNG,CHATTANOOGA
319CTNGD,CHATTANOOGA/SD/
319CTNGU,CHATTANOOGA UPPER
319EGRV,ENGLISH RIVER
319GRCK,GRASSY CREEK /SH/
319GRMR,GILCREASE / MISENER
319HRDN,HARDIN
319MCRSR,MISENER / HUNT / SKINNER / RED FORK / CHESTER / MUSSELLEM
319MHCIO,MISENER-HUNTON / CHESTER / INOLA / MISS / OSWEGO
319MHWFM,MISENER-HUNTON / WOODFORD / MISSISSIPPIAN
319MRHNS,MISENER-HUNTON / SYCAMORE
319MRMSO,MISENER / MISSISSIPPIAN / OSWEGO
319MSHEB,MISENER-HUNTON / EARLSBORO 2 / EARLSBORO 1
319MSNR,MISENER
319MSNRA,MISENER A
319MSNRL,MISENER LOWER
319MSNRS,MISENER SAND
319MSNRU,MISENER UPPER
319MSNUC,MISENER UNCONFORMITY
319MSRH,MISENER / HUNTON
319MSRRF,MISENER / RED FORK
319OASMH,OSBORN / ATOKA LIME / SYCAMORE / MISENER / HUNTON
319SCIRS,WFRDSYCMRCHSTRINOLRDFKSKNROSWG
319WDBPP,WOODFORD/BASAL PENNSYLVANIAN/PRUE /SD/
319WDCLW,WOODFORD / CROMWELL / WAPANUCKA
319WDCRM,WOODFORD / CHESTER / MISSISSIPPI SOLID
319WDCYW,WOODFORD / CANEY / WAPANUCKA
319WDDHS,WOODFORD / DORNICK HILLS / SANDERS
319WDFD,WOODFORD
319WDFD1,WOODFORD 1
319WDFD2,WOODFORD 2
319WDFDG,WOODFORD GREEN
319WDFDL,WOODFORD BASAL
319WDFL,WOODFORD LOWER
319WDFM,WOODFORD MIDDLE
319WDFSH,WOODFORD /SH/
319WDFUR,WOODFORD UPPER
319WDJCW,WOODFORD / JEFFERSON / CROMWELL / WAPANUCKA
319WDJFT,WOODFORD / JEFFERSON / THURMAN
319WDJNC,WOODFORD / JEFFERSON / CROMWELL
319WDJNW,WOODFORD / JEFFERSON / WAPANUCKA
319WDMM,WOODFORD / MISSISSIPPIAN LIME
319WDMP,WOODFORD / MISSISSIPPIAN
319WDMSH,WOODFORD / MISSISSIPPIAN / HART
319WDMSP,WOODFORD / MISSISSIPPIAN / SKINNER/SD/ / PRUE/SD/
319WDMVS,WOODFORD / MAYES / VIOLA / SYLVAN
319WDSDH,WOODFORD / SYCAMORE / DORNICK HILLS
319WDSR,WOODFORD / SYCAMORE
319WDWAS,WOODFORD / WAPANUCKA / SPIRO
319WFDA1,WOODFORD A1
319WFDA2,WOODFORD A2
319WFDCL,WOODFORD / CROMWELL
319WFDCY,WOODFORD / CANEY
319WFDMS,WOODFORD / MAYES
319WFDSN,WOODFORD / SENORA/SD/
319WFDSO,WOODFORD / SPIRO
319WFDSR,WOODFORD / SKINNER/SD/
319WFDWK,WOODFORD / WAPANUCKA
319WKCCW,WAPANUCKA / CROMWELL / CANEY / WOODFORD
319WMLCS,WOODFORD/MISSISSIPPIAN LIME/MISSISSIPPI CHAT/SKINNER/SD/
319WMURS,WOODFORD/MISSISSIPPIAN/UNCONFORMITY LOWER/RED FORK/SKIN/SD/
351BABIM,BEREA / BIG INJUN / MAXTON
351BAGBR,BEREA / GREENBRIER/LM/
351BAKNR,BEREA / KEENER/SD/
351BBLLL,BEREA / BIG LIME / LITTLE LIME
351BBLMN,BEREA / BIG LIME / MAXTON
351BOIC,BOICE
351CHUT,CHOUTEAU /LM/
351CMPN,COMPTON
351CMPNL,COMPTON/LM/
351EGLC,EAGLE CITY
351ESLY,EASLEY
351GLMC,GILMORE CITY
351GLPK,GLEN PARK
351HMPN,HAMPTON
351HNBL,HANNIBAL /SH/
351KDHKC,KINDERHOOK CHERT
351KDKSM,KINDERHOOK/KINDERHOOKIAN SERIES/ / MISSISSIPPIAN
351KDLM,KINDERHOOK LM
351KDRK,KINDERHOOK /KINDERHOOKIAN SERIES/
351KDRK2,KINDERHOOK 2
351KDRKC,KINDERHOOK CHAT
351KDRKL,KINDERHOOK LOWER
351KDRKU,KINDERHOOK UPPER
351KHSML,KINDERHOOK/KINDERHOOKIAN SER//MISPN/LNSNG-KANSAS CITY
351KMCLK,KINDERHOOK / MISSISSIPPIAN / CHEROKEE / LANSING-KANSAS CITY
351KMPLK,KINDERHOOK / MISSISSIPPIAN / LANSING-KANSAS CITY
351KNDHH,KINDERHOOK SH
351KNDHS,KINDERHOOK SD
351LUSN,LOUISIANA /LM/
351MCRK,MAYNE CREEK
351MCRN,MCCRANEY
351MLUCU,MISSISSIPPIAN LOWER / MISSISSIPPIAN UPPER / CHESTER UNCONFOR
351MMCIR,MISS LW / MISS UP / MANNING / CHESTER / INOLA / RED OAK
351MSLMU,MISSISSIPPIAN LOWER / MISSISSIPPIAN MIDDLE / MISSISSIPPIAN U
351MSSPL,MISSISSIPPIAN LOWER
351NRHL,NORTH HILL
351NRTV,NORTHVIEW
351NRTVH,NORTHVIEW/SH/
351PPCH,PROSPECT HILL
351SAND,MISSISSIPPIAN KINDERHOOKIAN SAND
351SAND1,SAND 1
351SAND2,SAND2
351SVRN,SAVERTON
352ABMOR,ARECI / BOONE / MORRIS / ORR
352ABMOU,ARECI / BOONE / MORRIS / ORR UPPER
352BBRDA,BARTON RALPH / BOONE / DUNN A
352BCJOS,BOONE / CANNON / JENKINS / ORR / SELLS
352BCSDA,BOONE / CECIL / SPIRO / DUNN A
352BEMFD,BOONE / MOOREFIELD
352BNHLL,BOONE / HALE LOWER
352BNHMO,BOONE / HALE MIDDLE / ORR
352BNHMP,BOONE / HALE MIDDLE / PATTERSON
352BNORU,BOONE / ORR UPPER
352BOON,BOONE
352BPHOP,PITKIN / HALE BAS / HALE L / ORR / PATTERSON / HAMM/BOONE
352BRABN,BARTON A / BOONE
352BRLG,BURLINGTON/LM/
352DBCR,DOLBEE CREEK
352FRGL,FERN GLEN /LM/
352GDFL,GRAND FALLS
352HGCK,HAIGHT CREEK
352HTONS,HART / OSBORN / SYCAMORE
352ICMMM,INOLA / CHESTER / MANNING / MERAMEC / MISS LIME / OSAGE
352ICUMO,INOLA / CHESTER UNCONFORMITY / MERAMEC / OSAGE LIME
352IRSVP,SYC/CHE/INO/RDFL/RDFU/SKIL/SKIU/VER/PRUE/OSW
352KEUKB,KEOKUK B
352KKUK,KEOKUK
352KKUKC,KEOKUK C
352MCRFS,MISSISSIPPI CHAT / RED FORK SD / SKINNER/SD/
352MPLML,MISSISSIPPIAN LM LOWER
352MPSC,MISSISSIPPIAN / SYCAMORE
352MSPC,MISSISSIPPI CHAT
352OCMRI,OSAGE / CHESTER / MISSISSIPPIAN / RED FORK / INOLA
352OELCR,OSAGE/LM/ CHESTER
352OEMCR,OSAGE / MERAMEC / CHESTER / RED FORK
352OEMIM,OSAGE / MISSISSIPPIAN / MARMATON
352OEMMI,OSAGE / MERAMEC / MANNING / INOLA
352OEWWM,OSAGE / WARSAW / MISSISSIPPIAN
352OMCRI,OSAGE MIDDLE / CHESTER / INOLA
352OMIMS,OSAGE MIDDLE / INOLA / MISSISSIPPIAN SOLID
352OSBSY,OSBORN / SYCAMORE
352OSBY,OSBORN / SYCAMORE
352OSGCT,OSAGE CHAT
352OSGEA,OSAGE A
352OSGEB,OSAGE B
352OSGEC,OSAGE C
352OSGED,OSAGE D
352OSGEF,OSAGE F
352OSGEG,OSAGE G
352OSGEL,OSAGE LOWER
352OSGEM,OSAGE /LM/
352OSGEU,OSAGE UPPER
352OSGMC,OSAGE / MISSISSIPPIAN CHERT
352OSGNL,OSAGEAN LOWER
352OSGNU,OSAGEAN UPPER
352OSGT,OSAGE LITTLE
352OSMMR,OSAGE / MANNING / MISSISSIPPIAN / RED FORK
352POPTN,POCONO / PENNINGTON
352PRSN,PIERSON
352PRSNL,PIERSON LIME
352RKSR,RED FORK / SYCAMORE
352RSPG,REEDS SPRINGS
352SCMR,SYCAMORE
352SCMRA,SYCAMORE A
352SCMRB,SYCAMORE B
352SCMRL,SYCAMORE LOWER
352SCMRU,SYCAMORE UPPER
352SCRCN,SYCAMORE / CANEY
352SDLI,SEDALIA
352SRBTL,SYCAMORE / BRITT LOWER
352STJO,ST JOE
352SYRGN,SYCAMORE / GIBSON
352WLDN,WELDEN
352WROSG,WARSAW / OSAGE
353ALXD,ALEXANDER
353BCKS,BLACK SH
353BNEOR,BOONE / ORR
353CKCLM,CHEROKEE / CHESTER LIME / MERAMEC
353CPLM,CHAPPEL LM
353CPPL,CHAPPEL
353CSSSV,CHESTER / ST LOUIS / ST GENEVIEVE
353CWLF,COWLEY FACIES
353CWLY,COWLEY
353CWLYC,COWLEY FACIE C
353DLCK,DELAWARE CREEK
353FRDN,FREDONIA /LM/
353JKST,JACKFORK / STANLEY
353KCMC,KANSAS CITY / MERAMEC
353MCATK,MERAMEC / ATOKA
353MCCAC,MERAMEC / CHESTER / ATOKA / CHEROKEE
353MCCHB,MERAMEC / CHESTER / CHECKERBOARD
353MCCK,MCCLOSKEY
353MCCOK,MERAMEC / CHSTER / OSWEGO / KANSAS CITY
353MCCRB,MERAMEC / CHESTER / BIG LIME / OSWEGO
353MCCRI,MERAMEC / CHESTER UNCONFORMITY / INOLA
353MCCRL,MERAMEC / CHESTER/LM/
353MCCRU,MERAMEC / CHESTER UPPER
353MCCUI,MERAMEC / CHESTER UPPER / INOLA
353MCIL,MERAMEC / INOLA
353MCIRF,MERAMEC / CHESTER / INOLA / RED FORK
353MCKC,MERAMEC / CHESTER / KANSAS CITY
353MCLRK,MERAMEC / CHESTER LOWER / RED OAK
353MCLRO,MERAMEC / CHESTER LIME / RED FORK / OSWEGO
353MCMCE,MERAMEC / MANNING / CHEROKEE
353MCMGC,MERAMEC / MANNING / CHESTER
353MCMSR,MERAMEC / MISSISSIPPIAN SOLID / RED FORK
353MCOL,MERAMEC / CHESTER / OSWEGO / LANSING
353MCOLK,MERAMEC / CHESTER / OSWEGO / LANSING-KANSAS CITY
353MCORF,MERAMEC / OSWEGO / RED FORK
353MCRLG,MERAMECCHESTERRED FORKLNDSG KNS CTY
353MFLD,MOOREFIELD
353MFLDL,MOOREFIELD LOWER
353MFSFV,MOOREFIRLD / FAYETTEVILLE
353MRCC,MERAMEC C
353MRCCG,MERAMEC / COTTAGE GROVE
353MRCCK,MERAMEC / CHEROKEE
353MRMC,MERAMEC
353MRMCA,MERAMEC A
353MRMCB,MERAMEC B
353MRMCD,MERAMEC D
353MRMCE,MERAMEC E
353MRMCL,MERAMEC LOWER
353MRMCM,MERAMEC MIDDLE
353MRMCU,MERAMEC UPPER
353MRSV,MORROW / ST GENEVIEVE
353MSFLS,MAYES FALSE
353MSPWR,MISSISSIPPIAN / WARSAW
353MSSPM,MISSISSIPPIAN MIDDLE
353MYES,MAYES
353MYPES,MAYES / PRUE / SKINNER
353MYRS,MOYERS
353MYSDE,MAYES / DEESE
353OMMCI,OSAGE MIDDLE / MERAMEC / CHESTER / INOLA
353OSGSV,OSWEGO / ST GENEVIEVE
353RCLR,ROSICLARE /LM/
353RKSV,RED FORK / ST GENEVIEVE
353SACFM,ST LOUIS / ATOKA / CHEROKEE / FORT SCOTT / MARMATON
353SALM,SALEM
353SAND,MISSISSIPPIAN MERAMECIAN SAND
353SGCOK,ST GENEVIEVE / CHESTER / OSWEGO / KANSAS CITY
353SGFS,ST GENEVIEVE / FORT SCOTT
353SGMI,ST GENEVIEVE / MISSISSIPPIAN
353SGNMN,SPERGEN / MARMATON
353SLCCM,ST LOUIS / CHESTER / CHEROKEE / MARMATON
353SLCRM,ST LOUIS / CHESTER / MORROW
