FORM_ID,FORM_NAME
403JSOR,JENKINS / ORR
403JSPN,JENKINS / PATTERSON
403JSSSM,JENKINS / SELLS / MOYER
403JSSSV,JENKINS / SELLS / VERNON
403KBLR,KIBLER
403KLLY,KELLY /SD/
403KLOR,KELLY / ORR
403KLORB,KELLY / ORR / BARTON PAUL
403KLYLU,KELLY LOWER / KELLY UPPER
403KYJAL,KELLY/SD/ / JENKINS / ALMA LOWER
403KYORP,KELLY / ORR / PATTERSON
403LAKE,LAKE
403LAKEU,LAKE UPPER
403LDCK,LEIDECKER
403LKMR,LAKE MURRAY
403LKSD,LAKE SD
403LSTR,LESTER
403MACPT,MORRIS/ATOKA/ / CARPENTER
403MAUCS,MCGUIRE / ALLEN UPPER / CECIL / SPIRO
403MBFCY,MOYER / BYNUM / FREIBURG / CASEY
403MBFLM,MARBLE FALLS /LM/
403MBFS,MARBLE FALLS SD
403MBLFG,MARBLE FALLS CONGL
403MBLFL,MARBLE FALLS LOWER
403MBLFM,MARBLE FALLS MIDDLE /LM/
403MBLFU,MARBLE FALLS UPPER
403MCGR,MCGUIRE
403MCGRL,MCGUIRE LOWER
403MCGRU,MCGUIRE UPPER
403MCGRZ,MCGUIRE ZONE
403MCLK,MC CLESKY
403MDMCR,MORRIS / DES MOINES / CARPENTER
403MFAAM,MANSFIELD / ATOKA MIDDLE
403MFCA,MARBLE FALLS CONGL A
403MFCB,MARBLE FALLS CONGL B
403MFCC,MARBLE FALLS CONGL C
403MFLD,MANSFIELD /SD/
403MFLDO,MANSFIELD LOWER
403MGETT,MCGUIRE / TACKETT
403MLCRL,MORRIS LOWER / CARPENTER LOWER
403MOOR,MOORE
403MOYR,MOYER /ATOKA/
403MRDMT,MORRIS / DES MOINES / TUSSY
403MRRS,MORRIS /ATOKA/
403MRRS2,MORRIS 2
403MRRSL,MORRIS LOWER
403MRRSM,MORRIS MIDDLE
403MRRSU,MORRIS UPPER
403MRSAA,MORRIS / ALMA
403MRSAK,MORRIS / ATOKA
403MRSN,MORRISON
403MRSOR,MORRIS / ORR
403MSBTR,MORRIS / BARTON RALPH
403MSCY,MORRIS / CASEY
403MSDNA,MORRIS / DUNN A
403MSKG,MUSKOGEE
403MSSO,MORRIS / SPIRO
403NCBR,NICHOLS / BORUM
403NCLAD,NICHOLS A / NICHOLS D
403NCLBA,NICHOLS B / NICHOLS A
403NCLDE,NICHOLS D / NICHOLS E
403NCLS,NICHOLS
403NCLS2,NICHOLS 2
403NCLSA,NICHOLS A
403NCLSB,NICHOLS B
403NCLSC,NICHOLS C
403NCLSD,NICHOLS D
403NCLSE,NICHOLS E
403NCLSL,NICHOLS LOWER
403NCNCE,NICHOLS C NICHOLS E
403NCTRR,NICHOLS / TURNER
403NDTLW,NICHOLS D / TURNER LOWER
403NDTUP,NICHOLS D / TURNER UPPER
403NIOOH,NOVI / OSWEGO / HEPLER
403NLCBA,NICHOLS C/NICHOLS B/NICHOLS A
403NOVI,NOVI
403NOVI1,NOVI 1
403NOVI2,NOVI 2
403NOVIL,NOVI LOWER
403NOVIU,NOVI UPPER
403NOVIZ,NOVI ZONE
403NSAAU,NICHOLS / ATOKA UPPER
403NSTRL,NICHOLS / TURNER LOWER
403NTLTM,NICHOLS / TURNER LOWER / TURNER MIDDLE
403NTMTR,NICHOLS / TURNER MIDDLE / TURNER
403NTUBU,NICHOLS / TURNER UPPER / BORUM UPPER
403NTUTM,NICHOLS / TURNER UPPER / TURNER MIDDLE
403OBPBR,ORR / BARTON PAUL / BARTON RALPH
403OBRDN,ORR / BARTON R / DUNN A
403ODBCL,ORR / DUNN C / BARTON RALPH / CARPENTER LOWER
403ODJSC,ORR / DUNN C / JENKINS / SELLS / CASEY
403ODNCL,ORR / DUNN C / CARPENTER LOWER
403OHPJC,ORR / HAMM / PAUL BARTON / JENKINS / CASEY
403OJSDC,ORR / JENKINS / SELLS / DUNN C
403OLDAG,ORR LOWER / DUNN A / GLASSY
403OLDM,OLD MASSARD SAND
403OPBJS,ORR / PATTERSON / BARTON  PAUL / JENKINS / SELLS / CASEY
403ORBPD,ORR / BARTON PAUL / DUNN A
403ORCYB,ORR / CASEY / BYNUM
403ORDAC,ORR / DUNN A / DUNN C
403ORDHB,ORR / DUNN A / HURST / BYNUM
403ORPDA,ORR / PATTERSON / DUNN A
403ORR,ORR
403ORRAK,ORR / ATOKA
403ORRL,ORR LOWER
403ORRM,ORR MIDDLE
403ORRU,ORR UPPER
403ORSP,ORR / SPIRO
403ORTCT,ORR / TACKETT
403OSCBB,ORR / SPIRO / CECIL / BARTON PAUL / BARTON RALPH / MORRIS
403OSCBR,ORR / SPIRO / CECIL / BARTON PAUL / BARTON RALPH
403P1HWH,POCA1C/POCA2C/POCA3C/HORSEPEN L/WAR CRK C/HORSEPEN U/GR CRK/
403P1P6C,POCAHONTAS 1 COAL / POCAHONTAS 6 COAL
403P4HWC,POCAHONTAS 4 COAL / HORSEPEN LWR / WAR CREEK COAL
403P6HBP,POCAHONTAS 6 C/ HORSEPEN L / BECKLEY C / PENNSYLVANIAN C
403P6HLP,POCAHONTAS 6 COAL / HORSEPEN LWR / PENNSYLVANIAN C
403P6STS,POCAHONTAS 6 COAL / SALT SD/GROUP/
403P6WCG,POCAHONTAS 6 COAL / WAR CREEK COAL / GREASY CREEK
403PBDSM,PATTERSON / BARTON PAUL / DUNN C / SELLS / MOYER
403PBGSJ,POCA3C/POCA4C/POCA9C/HORSEPEN/BECKLEY C/WAR CRK C/GR CRK/SEA
403PBHGT,POCA2C/POCA3C/POCA9C/BECKLEYC/HORSEPEN M/HORSEPEN U/GR CRK/T
403PBWGS,POCA2C/POCA3C/HORSEPEN L/BECKLEY C/WAR CRK C/GR CRK/SEAB UC/
403PBWHH,POCA3C/POCA9C/HORSEPEN L/BECKLEY C/WAR CRK C/HORSEPEN M/HORS
403PBWHU,POCA 2 C / POCA 6 C / BECKLEY C / WAR CREEK C / HORSEPEN UPP
403PHBCW,POCA 2C/ POCA 6C/HORSEPEN L/BECKLEY C/WAR CREEK C/HORSEPEN L
403PHBHU,POCA 1 C/ POCA 4 C/ HORSEPEN LWR / BECKLEY C / HORSEPEN UPP
403PHBSJ,POCA3C/HRSEPN L/BECKLEY C/HRSEPN M/GREASY CRK/SEABRD UC/JAWB
403PHBSS,POCA3C/POCA6C/HORSEPEN L/BECKLEY C/WAR CRK C/HORSEPEN U/SEAB
403PHBWC,POCA 1C/ POCA 4C/ HORSEPEN LWR / BECKLEY C / WAR CREEK C
403PHGSJ,POCA1C/POCA2C/POCA3C/POCA9C/WAR CRK C/HORSEPEN M/GR CRK/SEAB
403PHLWS,POCA3C/POCA4C/POCA5C/POCA9C/HRSEPN L/WAR CRK C/SEABRD M/SEAB
403PHSST,POCA4C/POCA5C/POCA6C/HRSEPN M/SEABRD L/C/SEABRD M/C/
403PHSUT,POCA3C/POCA6C/POCA9C/HORSEPEN L/WAR CRK C/SEAB U C/TILLER
403PHWGT,POCA3C/HORSEPEN L/HORSEPEN U/WAR CRKC/GREASY CRK/TILLERC/JAW
403PHWHJ,POCA1C/POCA4C/POCA8C/HORSEPEN L/WAR CRK C/HORSEPEN U/JAWBONE
403PHWHS,POCA3C/POCA4C/POCA6C/POCA9C/HORSEPEN L/WAR CRK C/HORSEPEN U/
403PHWSU,POCA2C/POCA3C/POCA6C/POCA7C/POCA9C/HRSEPN L/WARCRKC/HRSEPN U
403PKTTR,PLUNKETT / TURNER
403PLBDC,PANOLA / BULLARD / CECIL
403PLNK,PLUNKETT
403PLNKL,PLUNKETT LOWER
403PLROS,PANOLA / RED OAK / SPIRO
403PLUPL,PLUNKETT UPPER / PLUNKETT LOWER
403PLWC,PLUNKETT / WITCHERVILLE
403PNOL,PANOLA
403PNOLL,PANOLA LOWER
403PNOLU,PANOLA UPPER
403PPBHH,POCA2C/POCA4C/POCA9C/BECKLEY C/HRSEPN M/HRSEPN U/GRCRK/JAWB
403PPBWG,POCA1C/POCA3C/BECKLEY C/WAR CRK C/GREASY CRK/SEABRD UC/JAWBN
403PPCP,POPE CHAPEL
403PPGST,POCA2C/POCA3C/HRSEPN L/HRSEPN M/GRSY CK/SEABRD UC/TILLER C
403PPHBW,POCA2C/POCA6C/POCA8/POCA9C/HRSEPN L/BECKLEY C/WAR CRK C/HRSE
403PPHGJ,POCA3C/POCA4C/HRSEPN L/HRSEPN U/GR CK/SEABRD UC/TILLER C/JAW
403PPHGS,POCA1C/POCA2C/POCA3C/HRSEPN L/HRSEPN U/GRS CRK/SEABRD UC/JAW
403PPHHS,POCA2C/POCA3C/POCA4C/POCA7C/HRSEPN L/HRSEPNM/SEABRD MC/GRCRK
403PPHSJ,POCA3C/POCA5C/POCA6C/HRSEPN M/SEABRD LC/GR CRK/SEABRD UC//JA
403PPHSS,POCA3C/POCA4C/POCA6C/HRSEPN M/SEABRD L/C/SEABRD U/C/
403PPPBH,POCA1/POCA3C/POCA9C/BECKLEY C/WAR CRK C/HRSEPN U/GRY CRK/SEA
403PPPBW,POCA2C/POCA4C/POCA9C/BECKLYC/WAR CRKC/HRSEPN U/GRY CR/SEABR
403PPPGT,POCA3C/POCA5C/POCA6C/HRSEPN M/SEABRD LC/GR CRK/SEABRD UC//TI
403PPPHH,POCA2C/POCA3C/POCA4C/POCA6C/HRSEPN L/WAR CRK C/HRSEPN M/SEAB
403PPPHS,POCA2C/POCA3C/POCA5C/POCA6C/HRSEPN M/SEABRD MC/SEABRD UC/TIL
403PPPSS,POCA3C/POCA4C/POCA5C/WAR CRK C/HRSEPN M/SEABRD MC/SEABRD UC/
403PPPWC,POCA 1 C / POCA 4 C / PENNSYLVANIAN C / WAR CREEK C
403PPPWH,POCA2C/POCA3C/POCA5C/POCA6C/WR CRK C/HRSEPN M/SEABRD M/C/SEA
403PPSGS,POCA4C/POCA6C/SEABRD LC/GREASY CRK/SEABROD U/TILLER C/JAWBNE
403PPSGT,POCA3C/POCA6C/HRSEPN M/SEABRD LC/GREASY CRK/SEABRD UC/TILLER
403PPSSG,POCA4C/POCA5C/POCA6C/SEABRD L/C/SEABRD M/C/GR CRK/TILLER C
403PPSST,POCA3/POCA6C/HRSEPN L/HRSEPN M/SEABRD LC/GR CRK/SEABRD UC/TI
403PPWHG,POCA2C/POCA3C/POCA9C/BECKLEY C/WAR CRK C/HRSEPN U/GR CRK/JAW
403PPWHS,POCA3C/POCA5C/POCA6C/WAR CRK C/HRSEPN M/SEABRD M/C/SEABRD UC
403PPWHT,POCA3C/POCA4C/POCA5C/WAR CRK C/HRSEPN M/SEABRD LC/TILLER C
403PRGN,PREGNANT /SHALE/
403PRSN,PEARSON
403PRST,PRESTON /ATOKA/
403PTSLS,PATTERSON / SELLS
403PTSN,PATTERSON
403PWCGC,POCA 1 C / POCA 4 C / WAR CREEK COAL / GREASY CREEK
403PWHSS,POCA3C/POCA4C/POCA6C/WAR CRK C/HORSEPEN/SEABRD M C/SEABRD U
403RDOK,RED OAK
403RDOK1,RED OAK 1
403RDOKL,RED OAK LOWER
403RDOKM,RED OAK MIDDLE
403RDOKU,RED OAK UPPER
403RHDS,RHODES /SD/
403RKCL,RED FORD / CLINTON LAKE
403RKMNP,RED OAK / MARMATON / PRUE
403RNEOL,RIVERTON / EXCELLO / LEXINGTON
403RNGR,RANGER /BEND/ ATOKA/
403ROPBS,RED OAK / PANOLA / BRAZIL / SPIRO
403ROUML,RED OAK UPPER / RED OAK MIDDLE / RED OAK LOWER
403RSSL,RUSSELL
403RVRN,RIVERTON /ATOKA/
403RVRN2,RIVERTON 2
403RVRNA,RIVERTON A
403RVRNB,RIVERTON B
403RVRNC,RIVERTON C
403RVRND,RIVERTON D
403RVRNE,RIVERTON E
403RVTL,RIVERTON LOWER
403RVTN,RIVERTON
403RVTU,RIVERTON UPPER
403RWMCI,RED FK / WEIR-PIT / MINERAL C / CROWEBURG / IRON PST / DAWSN
403SAHR,ATOKA / SPIRO / HARTSHORNE
403SAND,PENNSYLVANIAN ATOKAN SAND
403SBLF,STONE BLUFF
403SCBPD,SPIRO / CECIL / BARTON PAUL / DUNN C
403SCFBH,SELLS / CASEY / FREIBURG / HURST
403SCTT,SCOTT
403SELF,SELF
403SHAY,SHAY
403SKSH,SMITHWICK SH
403SKSHL,SMITHWICK SH LOWER
403SLLS,SELLS
403SLON,SLOAN
403SLSTT,SELLS / TACKETT
403SMCK,SMITHWICK /SH/
403SNGR,SAVANNA / GILCREASE
403SOCCH,SPIRO / CECIL / CASEY / HURST
403SODNM,SPIRO / DUNN MIDDLE
403SOPL,PANOLA / SPIRO
403SORK,SPIRO / RED OAK
403SOSAL,SPIRO / SHAY / ATOKA LOWER
403SPBTC,SPIRO BARTON CASEY
403SPDNC,SPIRO / DUNN C
403SPDR,SPADRA
403SPRO,SPIRO
403SPRO1,SPIRO 1
403SPRO2,SPIRO 2
403SPRO3,SPIRO 3
403SPROA,SPIRO A
403SPROB,SPIRO B
403SPROC,SPIRO C /SD/
403SPROC,SPIRO C /SD/
403SPROL,SPIRO LOWER
403SPROU,SPIRO UPPER
403SPSP,SIPE SPRINGS
403SQUW,SQUAW
403SSHE,SELLS HENSON
403STRG,STORAGE
403TBRG,TIMBER RIDGE
403TCBM,TACKETT BORUM
403TCBSH,TACKETT BLACK SHALE
403TCDN,TACKETT DUNN
403TCKT,TACKETT
403TCKTL,TACKETT LOWER
403TCKTU,TACKETT UPPER
403TKTKU,TACKETT / TACKETT UPPER
403TLTUN,TURNER LOWER / TURNER UPPER / NICHOLS
403TLUBC,TURNER LOWER / TURNER UPPER / BASHAM / CRITCHFIELD
403TMLN,TOMLIN
403TNLBU,TURNER LOWER / BORUM UPPER
403TNR3,TURNER 3
403TNR4,TURNER 4
403TNRM1,TURNER MIDDLE / TURNER 1
403TNRUL,TURNER UPPER LOWER
403TOWBJ,TEBO / WEIR / BLUEJACKET
403TRBBA,TURNER / BASHAM B / BASHAM A / BASHAM
403TRBM,TURNER BORUM
403TRFG,THIRTEEN FINGER
403TRFGI,THIRTEEN FINGER LM
403TRHDL,TURNER / HARTFORD LOWER
403TRLMU,TURNER LOWER / TURNER MIDDLE / TURNER UPPER
403TRLNA,TURNER LOWER / NICHOLS / ALMA
403TRMNS,TURNER MIDDLE / NICHOLS
403TRN12,TURNER 1 / TURNER 2
403TRNM1,TURNER MIDDLE / TURNER 1
403TRNML,TURNER MIDDLE / TURNER LOWER
403TRNMU,TURNER MIDDLE / TURNER UPPER
403TRNR,TURNER
403TRNRL,TURNER LOWER
403TRNRU,TURNER UPPER
403TRNS,TURNER/SH/
403TRNUB,TURNER UPPER / TURNER / BASHAM
403TTGYH,TACKETT / HURST / GLASSY
403TTLNS,TURNER / TURNER LOWER / NICHOLS
403TTTTL,TACKETT / TACKETT LOWER
403TUNAL,TURNER UPPER / NICHOLS / ALMA
403TUNBC,TURNER UPPER / NICHOLS / BASHAM / CARPENTER LOWER
403TUNNB,TURNER UPPER / NICHOLS LOWER / NICHOLS UPPER / BASHAM
403TWPRC,TEBO / WEIR-PITT / ROWE COAL
403VRNN,VERNON
403WBFL,WEBBERS FALLS
403WCGSJ,WAR CREEK C / GREASY CREEK / SEABOARD UPP/C/ / JAWBONE
403WCHSJ,WAR CREEK C / HORSEPEN UPP / SEABOARD UPP/C/ / JAWBONE
403WCSSJ,WAR CRK C/SEABOARD LWR/C/ / SEABOARD UPP/C/ / JAWBONE
403WCVL,WITCHERVILLE
403WCVLL,WITCHERVILLE LOWER
403WCVLU,WITCHERVILLE UPPER
403WGSJP,WAR CREEK C / GREASY CRK / SEABOARD UPP/C/ / JAWBONE / POCAH
403WNRG,WAINRIGHT
403WSAWS,WISLEY A / WISLEY B
403WSBR,WASHBURN
403WSLY,WISLEY
403WSLYA,WISLEY A
403WSLYB,WISLEY B
403WSYU,WISLEY UPPER
403YNGS,YOUNGSTOWN
404AACEM,ATOKA / CHEROKEE / MARMATON
404AAMCL,ATOKA MIDDLE / CARPENTER LOWER
404ABRNS,ABERNATHY SD
404AFJZM,ALTAMONT / FORT SCOTT / JOHNSON ZONE / MYRICK STATION
404AJZMS,ALTAMONT / JOHNSON ZONE / MYRICK STATION
404AKNS,ATKINS
404ALLN,ALLEN /DES MOINES/
404ALLN1,ALLEN 1 /DES MOINES/
404ALLN2,ALLEN 2 /DES MOINES/
404ALLN3,ALLEN 3 /DES MOINES/
404ALLNL,ALLEN LOWER /DES MOINES/
404ALLNU,ALLEN UPPER /DES MOINES/
404ALMN,ALTAMONT
404ALMN,ALTAMONT
404ALMNA,ALTAMONT A
404ALMND,ALTAMONT D
404ALMNL,ALTAMONT LOWER
404ALMNU,ALTAMONT UPPER
404ALNC,ATLANTIC
404AMAD,AMOS / ANDY
404AMCLK,ALTAMONT / MIDDLE CREEK / LANSING-KANSAS CITY
404AMRT,AMORET
404AMTB,ALTAMONT B
404ANCK,ALTAMONT / CHEROKEE
404ANFS,ALTAMONT / FORT SCOTT
404ANNA,ANNA
404ANNA,ANNA
404ANPE,ALTAMONT / PAWNEE
404ARDM,ARDMORE
404ARKC,ARKOSIC/LM/
404ARLD,ARNOLD
404ASLB,ASHSHALINTUBBI
404ATBJZ,ALTAMONT B / JOHNSON ZONE
404ATLKC,ALTAMONT / LANSING-KANSAS CITY
404AUPSA,ATOKA UPPER / PANOLA / SPIRO / ATOKA BASAL
404BAQS,BANDERA QUARRY SD
404BAY,BAY
404BBDG,BRANNON BRIDGE /SD/
404BBIPP,BURGESS / BLUEJACKET / IRON POST / PERU
404BCHML,BOOCH MIDDLE / BOOCH LOWER
404BCHMU,BOOCH MIDDLE / BOOCH UPPER
404BCHR,BOUCHER
404BEOP,BARTLESVILLE / OSWEGO / PRUE
404BERTN,BARTLESVILLE SD / RIVERTON
404BEST,BEST
404BEWE,BARTLESVILLE / WAYSIDE
404BGBC,BIG BRANCH
404BGGY,BOGGY
404BGGYL,BOGGY LOWER
404BGLM,BIG LIME
404BGLM2,BIG LIME 2
404BGLM3,BIG LIME 3
404BGLML,BIG LIME LOWER
404BGLMU,BIG LIME UPPER
404BGLO,BIG LIME-OSWEGO
404BGLO2,BIG LIME-OSWEGO 2
404BGLO3,BIG LIME-OSWEGO 3
404BGLO4,BIG LIME-OSWEGO 4
404BGLTW,BIG LIME / TONKAWA
404BGYEB,BOGGY / EARLSBORO
404BGYSA,BOGGY / SENORA
404BHLB1,BOOCH LOWER / BOOCH 1
404BHLHR,BOOCH LOWER / HARTSHORNE
404BHLML,BOOCH LOWER / MCALESTER
404BHLSV,BOOCH LOWER / SAVANNA
404BHSN,BOOCH / SAVANNA
404BHUHR,BOOCH UPPER / HARTSHORNE
404BJCA,BLUEJACKET COAL A
404BJCB,BLUEJACKET COAL B
404BJCC,BLUEJACKET COAL C
404BJCD,BLUEJACKET COAL D
404BJCK,BLUEJACKET
404BJCKL,BLUEJACKET LOWER
404BJCKU,BLUEJACKET UPPER
404BJKC,BLUEJACKET COAL
404BJMBL,BLUEJACKET / MULKY / BIG LIME
404BJRRC,BLUEJACKET / ROWE COAL / RIVERTON COAL
404BJTRE,BLUEJACKET / ROWE
404BKCK,BLACKWATER CREEK
404BKER,BAKER
404BKERL,BAKER LOWER
404BKERU,BAKER UPPER
404BKJC,BLACKJACK CREEK
404BKSD,BLACK SAND
404BKSRS,BURBANK / SKINNER/SD/
404BLBHH,BARTLESVILLE / BOOCH / HARTSHORNE
404BLBHS,BARTLESVILLE / BOOCH / SAVANA
404BLBMI,BOOCH LOWER / BOOCH MIDDLE / INOLA
404BLCDO,BARTLESVILLE / CLEVELAND / OSWEGO
404BLHR,BARTLESVILLE / HARTSHORNE
404BLOBV,BIG LIME / OSWEGO / BARTLESVILLE SD
404BLPRS,BARTLESVILLE / PRUE / SKINNER
404BLPUS,BARTLESVILLE / PERU / SQUIRREL
404BLRFS,BIG LIME / RED FORK / SKINNER
404BLSN,BARTLESVILLE / SAVANNA
404BMILO,BIG LIME / INOLA / OSWEGO
404BNDR,BANDERA
404BNNT,BENNETT/SD/
404BOCH,BOOCH
404BOCH1,BOOCH 1
404BOCH2,BOOCH 2
404BOCH3,BOOCH 3
404BOCHC,BOOCH COAL
404BOCHL,BOOCH LOWER
404BOCHM,BOOCH MIDDLE
404BOCHU,BOOCH UPPER
404BOYD,BOYD
404BOYDL,BOYD LOWER
404BOYDU,BOYD UPPER
404BPNMW,BASAL PENNSYLVANIAN / MARMATON
404BRBK,BURBANK
404BRBKL,BURBANK LOWER
404BRBKU,BURBANK UPPER
404BRBKZ,BURBANK ZONE
404BRCR,BARTON CREEK
404BRCRC,BEVIER / ROWE COAL / RIVERTON COAL
404BRDM,BARNETT /SD/ DES MOINES/
404BRGPR,BURGESS / PRUE
404BRGS,BURGESS
404BRGSD,BURGESS SD
404BRGSL,BURGESS LOWER
404BRGSU,BURGESS UPPER
404BRGSZ,BURGESS ZONE
404BRKA,BROKEN ARROW
404BRKS,BROOKS
404BRLM,BRUHLMEYER
404BRLML,BRUHLMEYER LOWER
404BRLMU,BRUHLMEYER UPPER
404BRLS2,BARTLESVILLE SD LOWER-2
404BRLVZ,BARTLESVILLE ZONE
404BRNK,BRENEKE
404BRNL,BRYSON LM
404BRNR,BRUNNER
404BRNS,BARNES
404BRNT,BRYANT
404BRNT,BRYANT
404BRRY,BERRY
404BRSD,BROWN SD
404BRSDL,BROWN SD LOWER
404BRSMI,BEVIER / ROWE COAL / SUMMIT / MULKY / IRON POST
404BRSN,BRYSON
404BRSNL,BRYSON LOWER
404BRSNS,BRYSON SD
404BRSNU,BRYSON UPPER
404BRSS,BURSON SD
404BRSSL,BURSON SD LOWER
404BRSSM,BURSON SD MIDDLE
404BRSSU,BURSON SD UPPER
404BRSUL,BURGESS UPPER / BURGESS LOWER
404BRTT,BRITT
404BRVA,BARTLESVILLE A/SD/
404BRVAZ,BARTLESVILLE A ZONE
404BRVB,BARTLESVILLE B/SD/
404BRVBZ,BARTLESVILLE B ZONE
404BRVC,BARTLESVILLE C/SD/
404BRVL,BARTLESVILLE
404BRVL1,BARTLESVILLE 1
404BRVL2,BARTLESVILLE 2
404BRVL3,BARTLESVILLE 3
404BRVLE,BARTLESVILLE E
404BRVLF,BARTLESVILLE F
404BRVLG,BARTLESVILLE G
404BRVLL,BARTLESVILLE LOWER
404BRVLM,BARTLESVILLE MIDDLE
404BRVLS,BARTLESVILLE SD
404BRVLU,BARTLESVILLE UPPER
404BRVMK,BARTLESVILLE / MULKY
404BRVPR,BARTLESVILLE/SD/ / PRUE/SD/
404BRVS2,BARTLESVILLE SD-2
404BRVS3,BARTLESVILLE SD-3
404BRVS4,BARTLESVILLE SD-4
404BRVS5,BARTLESVILLE SD-5
404BRVSL,BARTLESVILLE SD LOWER
404BRVSU,BARTLESVILLE SD UPPER
404BRVU2,BARTLESVILLE SD UPPER-2
404BRWCP,BURGESS/ROWECL/WEIR-PITT/CRWBRG/PRUE/IRONPSTCL/OSWEGO/DAWSON
404BRWN,BROWN LIME
404BRWN1,BROWN LIME 1
404BRWN2,BROWN LIME 2
404BRWN3,BROWN LIME 3
404BRWNL,BROWN LIME LOWER
404BRWNU,BROWN LIME UPPER
404BRWRC,BEVIER / WEIR / RIVERTON COAL
404BSLSU,BASAL / SKINNER LOWER / SKINNER UPPER
404BSNC,STRAWN BASAL CONGLOMERATE
404BSPCL,BARTLSVILE/SKINER/SD//PRUE/SD//CLEVELND/LAYTN/OSAGE LAYTN 2
404BSRKJ,BURGESS / RED FORK / JONES
404BTBBR,BARTON B BARTON RALPH
404BTRM,BUTTRAM /SD/
404BTRML,BUTTRAM LOWER
404BTRMM,BUTTRAM MIDDLE
404BTRMU,BUTTRAM UPPER
404BUBUB,BORUM UPPER / BORUM UPPER B
404BUFF,BUFF
404BVIR,BEVIER
404BVIR2,BEVIER 2
404BVIRC,BEVIER COAL
404BVIRL,BEVIER LOWER
404BVIRU,BEVIER UPPER
404BVSLU,BARTLESVILLE / SQUIRREL LOWER / SQUIRREL UPPER
404BWISM,BEVIER / WEIR / IRON POST / SUMMIT / MULKY / ROWE COAL
404BWPCI,IRON POST / CROWEBURG / WEIR-PITT / BLUEJACKET
404BWPRC,BEVIER / WEIR-PITT / ROWE COAL
404BWTR,BIG WATER
404BXLR,BIXLER
404BYBH,BOGGY / BOOCH
404BYHR,BOGGY / HARTSHORNE
404BYHRS,BOGGY / HARTSHORNE / SAVANNA
404BYMR,BEYMER
404BZHL,BREEZY HILL
404BZRV,BRAZOS RIVER /CONGL/
404CATT,CATT SD-4
404CBGBJ,CROWEBURG / BLUEJACKET
404CBNS,CABANISS
404CBWPR,CROWEBURG / WEIR PITT / ROWE COAL
404CCMCB,CHEROKEE COAL / MARMATON COAL / BARTLESVILLE COAL
404CDDO,CADDO
404CDDO1,CADDO 1
404CDDOG,CADDO CONGL
404CDDOL,CADDO LOWER
404CDDOU,CADDO UPPER
404CDDP,CADDO PORO
404CDLM,CADDO LM
404CDMTF,CARPENTER /DES MOINES/ / TUSSY / EASON / FUSULINID DESMOINES
404CDOM,CADDO MIDDLE
404CDRF,CADDO REEF
404CECCT,TONKAWA / CLEVELAND /COTTAGE GROVE
404CELGA,CHEROKEE / LANSING A
404CELKC,CHEROKEE / LANSING-KANSAS CITY
404CEMN,CHEROKEE & MARMATON
404CEMNC,CHEROKEE COAL / MARMATON COAL
404CEMNP,CHEROKEE COAL / MARMATON COAL / PLEASANTON
404CEPMP,CHEROKEE / PAWNEE / MARMATON / PLEASANTON
404CFPLG,CHEROKEE / FORT SCOTT / PAWNEE / LANSING K / LANSING J
404CFSMC,CHEROKEE SHALE / FORT SCOTT / PLEASANTON / LANS L/MID CREEK
404CGBB,CROWEBURG B
404CGC1,CROWEBURG COAL 1
404CGC2,CROWEBURG COAL 2
404CGOSK,COTTAGE GROVE / OSWEGO / SKINNER
404CHCBS,CHEROKEE COAL / BARTLESVILLE SD
404CHKBA,CHEROKEE SD / BASAL
404CHKBP,CHEROKEE / BASAL PENNSYLVANIAN
404CHKC,CHEROKEE CHERT
404CHKLM,CHEROKEE LM
404CHKSL,CHEROKEE SHALE LOWER
404CHKSU,CHEROKEE SAND UPPER
404CHKUP,CHEROKEE UPPER/SH/
404CHLS,CHELSEA
404CHMLK,CHEROKEE / MARMATON / LANSING-KANSAS CITY
404CHPAM,CHEROKEE / PAWNEE / ALTAMONT / MARMATON
404CHRCL,CHEROKEE COAL
404CHRK,CHEROKEE
404CHRK1,CHEROKEE 1
404CHRK2,CHEROKEE 2
404CHRK3,CHEROKEE 3
404CHRK4,CHEROKEE 4
404CHRK5,CHEROKEE 5
404CHRKA,CHEROKEE A
404CHRKB,CHEROKEE B
404CHRKC,CHEROKEE C
404CHRKD,CHEROKEE D
404CHRKE,CHEROKEE E
404CHRKH,CHEROKEE H
404CHRKL,CHEROKEE LOWER
404CHRKM,CHEROKEE MIDDLE
404CHRKS,CHEROKEE SD
404CHRKU,CHEROKEE UPPER
404CHSLK,CHEROKEE SD / LANSING K
404CKCG,CHEROKEE CONGL
404CKDS,CHEROKEE / DEESE
404CKEWP,CHEROKEE / WEIR-PITT
404CKFM,CHICKEN FARM
404CKHS,CHEROKEE HOT SHALE
404CKIL,CHEROKEE / INOLA
404CKMK,CHEROKEE MARKER
404CKMN,CHEROKEE / MARMATON
404CKMNC,CHEROKEE / MARMATON / GRANITE WASH
404CKOG,CHEROKEE / OSWEGO
404CKPV,CHEROKEE / PENNSYLVANIAN
404CKSH,CHEROKEE SHALE
404CLBR,CULBERSON
404CLCT,COAL CITY
404CLIA,CELIA SAND
404CLML2,CATTLEMAN LOWER SD 2
404CLMN,CATTLEMAN
404CLMN1,CATTLEMAN 1
404CLMN2,CATTLEMAN 2
404CLMN3,CATTLEMAN 3
404CLMN4,CATTLEMAN 4
404CLMNL,CATTLEMAN LOWER
